vehicle,L2_spacing_error,RMS_spacing_error,max_abs_spacing_error,RMS_velocity_error,max_information_age,G_to_predecessor
Slave 1,1.0824283513734911,0.24264571244504005,0.5585183226059627,0.7136573210266055,1.0000000000000142,
Slave 2,1.0514146771512218,0.2356948088522986,0.5201227243188669,0.6758962308928419,1.0000000000000142,0.9713480581112679
Slave 3,1.0280176479855463,0.2304579884586877,0.4886912608432041,0.6495136783946058,1.0000000000000142,0.9777470966744832
