control_time,predecessor_state_time,information_age,slave_id,communication_delay,effective_headway,predecessor_position,slave_position,predecessor_velocity,slave_velocity,actual_distance,desired_distance,distance_error,velocity_error,acceleration
1.0999999999999999,0.1,0.9999999999999999,1,1.0,1.5,2.0,-32.99,20.0,20.1,37.0,35.0,2.0,0.0,1.0
1.2,0.2,1.0,1,1.0,1.5,4.0,-30.971600000000002,20.0,20.184,36.99,35.150000000000006,1.8399999999999963,-0.10000000000000142,0.839999999999997
1.3,0.30000000000000004,1.0,1,1.0,1.5,6.0,-28.946194000000002,20.0,20.254060000000003,36.9716,35.276,1.6955999999999989,-0.18400000000000105,0.7005999999999986
1.4000000000000001,0.4,1.0,1,1.0,1.5,8.0,-26.91499496,20.0,20.311990400000003,36.946194000000006,35.38109,1.5651040000000052,-0.2540600000000026,0.5793040000000005
1.5000000000000002,0.5,1.0000000000000002,1,1.0,1.5,10.0,-24.8790567964,20.0,20.359381636000002,36.91499496,35.467985600000006,1.4470093599999956,-0.31199040000000267,0.47391235999999565
1.6000000000000003,0.6,1.0000000000000004,1,1.0,1.5,12.0,-22.839293764176,20.0,20.39763032224,36.8790567964,35.53907245400001,1.339984342399994,-0.35938163600000195,0.3824868623999954
1.7000000000000004,0.7,1.0000000000000004,1,1.0,1.5,14.0,-20.796497533125837,20.0,20.427962310501602,36.839293764176,35.59644548336,1.2428482808159984,-0.3976303222400013,0.3033198826159982
1.8000000000000005,0.7999999999999999,1.0000000000000004,1,1.0,1.5,16.0,-18.75135223022282,20.0,20.451453029030144,36.79649753312584,35.641943465752405,1.1545540673734322,-0.42796231050160216,0.23490718528543436
1.9000000000000006,0.8999999999999999,1.0000000000000007,1,1.0,1.5,18.0,-16.70444768811866,20.0,20.469045421041614,36.75135223022282,35.677179543545215,1.0741726866776062,-0.4514530290301444,0.1759239201146876
2.0000000000000004,0.9999999999999999,1.0000000000000004,1,1.0,1.5,20.0,-14.65629111160005,20.0,20.481565765186097,36.70444768811866,35.70356813156242,1.0008795565562423,-0.4690454210416135,0.1252034414448303
2.1000000000000005,1.0999999999999999,1.0000000000000007,1,1.0,1.5,22.0,-12.607317348883823,20.0,20.489737627162256,36.65629111160005,35.72234864777914,0.9339424638209053,-0.4815657651860974,0.08171861976157468
2.2000000000000006,1.2,1.0000000000000007,1,1.0,1.5,24.0,-10.557897932644194,20.0,20.494194162396298,36.607317348883825,35.734606440743384,0.8727109081404407,-0.4897376271622562,0.044565352340415365
2.3000000000000007,1.3,1.0000000000000007,1,1.0,1.5,26.0,-8.508349036258485,20.0,20.49548896385708,36.557897932644195,35.741291243594446,0.816606689049749,-0.49419416239629754,0.012948014607836456
2.400000000000001,1.4000000000000001,1.0000000000000007,1,1.0,1.5,28.0,-6.458938473631269,20.0,20.49410562627216,36.50834903625849,35.74323344578562,0.7651155904728668,-0.4954889638570812,-0.013833375849231555
