control_time,predecessor_state_time,information_age,slave_id,communication_delay,effective_headway,predecessor_position,slave_position,predecessor_velocity,slave_velocity,actual_distance,desired_distance,distance_error,velocity_error,acceleration
1.0999999999999999,0.1,0.9999999999999999,1,1.0,2.0,2.0,-42.99,20.0,20.1,47.0,45.0,2.0,0.0,1.0
1.2,0.2,1.0,1,1.0,2.0,4.0,-40.97185,20.0,20.1815,46.99,45.2,1.7899999999999991,-0.10000000000000142,0.8149999999999984
1.3,0.30000000000000004,1.0,1,1.0,2.0,6.0,-38.94710775,20.0,20.2474225,46.97185,45.363,1.6088500000000039,-0.18149999999999977,0.6592250000000022
1.4000000000000001,0.4,1.0,1,1.0,2.0,8.0,-36.91708356625,20.0,20.3002418375,46.94710775,45.494845,1.4522627500000027,-0.247422499999999,0.5281933750000022
1.5000000000000002,0.5,1.0000000000000002,1,1.0,2.0,10.0,-34.88287831774375,20.0,20.3420524850625,46.91708356625,45.600483675,1.31659989125,-0.3002418374999998,0.41810647562500025
1.6000000000000003,0.6,1.0000000000000004,1,1.0,2.0,12.0,-32.84541562237991,20.0,20.374626953638437,46.88287831774375,45.684104970125,1.1987733476187543,-0.3420524850624993,0.3257446857593777
1.7000000000000004,0.7,1.0000000000000004,1,1.0,2.0,14.0,-30.80546913406966,20.0,20.399464883102514,46.84541562237991,45.749253907276874,1.0961617151030367,-0.3746269536384368,0.2483792946407689
1.8000000000000005,0.7999999999999999,1.0000000000000004,1,1.0,2.0,16.0,-28.763685667984905,20.0,20.417834660847543,46.80546913406966,45.79892976620503,1.006539367864633,-0.3994648831025138,0.18369777745030547
1.9000000000000006,0.8999999999999999,1.0000000000000007,1,1.0,2.0,18.0,-26.720604797455483,20.0,20.43080870529423,46.7636856679849,45.835669321695086,0.9280163462898159,-0.41783466084754295,0.12974044446687355
2.0000000000000004,0.9999999999999999,1.0000000000000004,1,1.0,2.0,20.0,-24.67667545963408,20.0,20.439293378214042,46.72060479745548,45.86161741058846,0.858987386867021,-0.4308087052942291,0.08484672919812719
2.1000000000000005,1.0999999999999999,1.0000000000000007,1,1.0,2.0,22.0,-22.632270025322356,20.0,20.44405434311722,46.67667545963408,45.878586756428085,0.7980887032059982,-0.43929337821404246,0.04760964903176512
2.2000000000000006,1.2,1.0000000000000007,1,1.0,2.0,24.0,-20.58769621906013,20.0,20.445738062622237,46.632270025322356,45.88810868623444,0.7441613390879169,-0.4440543431172195,0.016837195050182885
2.3000000000000007,1.3,1.0000000000000007,1,1.0,2.0,26.0,-18.543207216829806,20.0,20.44489002230324,46.587696219060135,45.89147612524447,0.6962200938156613,-0.4457380626222367,-0.00848040318995874
2.400000000000001,1.4000000000000001,1.0000000000000007,1,1.0,2.0,28.0,-16.499010198916793,20.0,20.44197017913015,46.543207216829806,45.88978004460648,0.6534271722233242,-0.44489002230324104,-0.02919843173093073
2.500000000000001,1.5000000000000002,1.0000000000000007,1,1.0,2.0,30.0,-14.455273593233535,20.0,20.437366056832563,46.49901019891679,45.8839403582603,0.6150698406564956,-0.44197017913014847,-0.04604122297587099
2.600000000000001,1.6000000000000003,1.0000000000000007,1,1.0,2.0,32.0,-12.412133208607097,20.0,20.431403846264377,46.455273593233535,45.874732113665125,0.5805414795684101,-0.4373660568325626,-0.05962210568184506
2.700000000000001,1.7000000000000004,1.0000000000000007,1,1.0,2.0,34.0,-10.369697427170383,20.0,20.424357814367145,46.412133208607095,45.862807692528754,0.5493255160783406,-0.4314038462643772,-0.07046031897233151
2.800000000000001,1.8000000000000005,1.0000000000000007,1,1.0,2.0,36.0,-8.328051599256424,20.0,20.41645827913958,46.36969742717038,45.84871562873429,0.5209817984360896,-0.4243578143671449,-0.07899535227567117
2.9000000000000012,1.9000000000000006,1.0000000000000007,1,1.0,2.0,38.0,-6.287261762370697,20.0,20.407898368857275,46.328051599256426,45.83291655827916,0.49513504097726724,-0.41645827913957945,-0.08559910282302996
3.0000000000000013,2.0000000000000004,1.0000000000000009,1,1.0,2.0,40.0,-4.247377787312547,20.0,20.3988397505815,46.2872617623707,45.81579673771455,0.4714650246561476,-0.4078983688572748,-0.0905861827577461
3.1000000000000014,2.1000000000000005,1.0000000000000009,1,1.0,2.0,42.0,-2.208436038828301,20.0,20.389417484842458,46.247377787312544,45.797679501163,0.4496982861495411,-0.39883975058150156,-0.09422265739043073
3.2000000000000015,2.2000000000000006,1.0000000000000009,1,1.0,2.0,44.0,-0.1704616248770776,20.0,20.37974413951223,46.2084360388283,45.778834969684915,0.4296010691433878,-0.38941748484245764,-0.09673345330227223
3.3000000000000016,2.3000000000000007,1.0000000000000009,1,1.0,2.0,46.0,1.8665297026873104,20.0,20.36991327564388,46.17046162487708,45.75948827902446,0.4109733458526179,-0.37974413951222985,-0.09830863868347495
3.4000000000000017,2.400000000000001,1.0000000000000009,1,1.0,2.0,48.0,3.902529942776672,20.0,20.360002400893617,46.13347029731269,45.73982655128776,0.393643746024928,-0.36991327564388143,-0.09910874750264115
3.5000000000000018,2.500000000000001,1.0000000000000009,1,1.0,2.0,50.0,5.937537489936066,20.0,20.350075471593932,46.097470057223326,45.72000480178723,0.37746525543609266,-0.3600024008936167,-0.099269292996847
3.600000000000002,2.600000000000001,1.0000000000000009,1,1.0,2.0,52.0,7.9715559911570875,20.0,20.34018501221022,46.06246251006394,45.700150943187865,0.36231156687607324,-0.35007547159393226,-0.0989045938371092
3.700000000000002,2.700000000000001,1.0000000000000009,1,1.0,2.0,54.0,10.00459338220254,20.0,20.330373910454526,46.02844400884291,45.68037002442044,0.34807398442247006,-0.34018501221022035,-0.09811101755694124
3.800000000000002,2.800000000000001,1.0000000000000009,1,1.0,2.0,56.0,12.036661075948798,20.0,20.320676937462583,45.99540661779746,45.66074782090905,0.33465879688840516,-0.3303739104545258,-0.09696972991941805
3.900000000000002,2.9000000000000012,1.0000000000000009,1,1.0,2.0,58.0,14.067773279440987,20.0,20.31112203492188,45.9633389240512,45.641353874925166,0.32198504912603454,-0.32067693746258286,-0.09554902540704902
4.000000000000002,3.0000000000000013,1.0000000000000004,1,1.0,2.0,60.0,16.097946419907377,20.0,20.301731404663894,45.932226720559015,45.62224406984376,0.30998265071525566,-0.31112203492187973,-0.09390630257987598
4.100000000000001,3.1000000000000014,1.0,1,1.0,2.0,62.0,18.127198662990278,20.0,20.292522430829024,45.90205358009263,45.60346280932779,0.2985907707648394,-0.3017314046638937,-0.09208973834869527
4.200000000000001,3.2000000000000015,0.9999999999999996,1,1.0,2.0,64.0,20.155549509003308,20.0,20.283508460130285,45.87280133700972,45.58504486165805,0.2877564753516708,-0.29252243082902396,-0.09013970698738377
4.300000000000001,3.3000000000000016,0.9999999999999991,1,1.0,2.0,66.0,22.183019455188976,20.0,20.27469946185667,45.84445049099669,45.56701692026057,0.27743357073612174,-0.2835084601302853,-0.08808998273616739
4.4,3.4000000000000017,0.9999999999999987,1,1.0,2.0,68.0,24.20962971378528,20.0,20.266102585963022,45.816980544811024,45.54939892371334,0.26758162109768335,-0.27469946185667027,-0.08596875893649455
4.5,3.5000000000000018,0.9999999999999982,1,1.0,2.0,70.0,26.235401977265322,20.0,20.257722634800416,45.790370286214724,45.532205171926044,0.25816511428867983,-0.26610258596302216,-0.08379951162607782
4.6,3.600000000000002,0.9999999999999978,1,1.0,2.0,72.0,28.26035822343263,20.0,20.249562461673076,45.764598022734674,45.51544526960083,0.249152753133842,-0.257722634800416,-0.08160173127341183
4.699999999999999,3.700000000000002,0.9999999999999973,1,1.0,2.0,74.0,30.28452055417266,20.0,20.24162330740029,45.73964177656737,45.49912492334615,0.24051685322121585,-0.24956246167307583,-0.07939154272785276
4.799999999999999,3.800000000000002,0.9999999999999969,1,1.0,2.0,76.0,32.30791106260862,20.0,20.233905084359606,45.71547944582734,45.48324661480058,0.23223283102676362,-0.24162330740028892,-0.07718223040684935
4.899999999999999,3.900000000000002,0.9999999999999964,1,1.0,2.0,78.0,34.33055172421306,20.0,20.226406616044446,45.69208893739138,45.46781016871921,0.22427876867217122,-0.23390508435960555,-0.07498468315159884
4.999999999999998,4.000000000000002,0.9999999999999964,1,1.0,2.0,80.0,36.35246430810764,20.0,20.219125838945793,45.66944827578694,45.45281323208889,0.21663504369804798,-0.22640661604444645,-0.07280777098653318
5.099999999999998,4.100000000000001,0.9999999999999964,1,1.0,2.0,82.0,38.37367030536066,20.0,20.212059972530167,45.64753569189236,45.438251677891586,0.20928401400077234,-0.21912583894579285,-0.07065866415624811
5.1999999999999975,4.200000000000001,0.9999999999999964,1,1.0,2.0,84.0,40.39419087158133,20.0,20.205205662206705,45.62632969463934,45.42411994506033,0.20220974957900495,-0.21205997253016662,-0.06854310323463084
5.299999999999997,4.300000000000001,0.9999999999999964,1,1.0,2.0,86.0,42.41404678152438,20.0,20.198559099430433,45.60580912841867,45.41041132441341,0.1953978040052604,-0.2052056622067049,-0.06646562776273371
5.399999999999997,4.4,0.9999999999999964,1,1.0,2.0,88.0,44.43325839377005,20.0,20.192116122456735,45.58595321847562,45.397118198860866,0.18883501961475702,-0.19855909943043315,-0.06442976973696801
5.4999999999999964,4.5,0.9999999999999964,1,1.0,2.0,90.0,46.45184562384266,20.0,20.18587230072602,45.56674160622995,45.38423224491347,0.18250936131647677,-0.19211612245673493,-0.062438217307149574
5.599999999999996,4.6,0.9999999999999964,1,1.0,2.0,92.0,48.469827924382976,20.0,20.179823005403204,45.54815437615734,45.37174460145204,0.17640977470529862,-0.18587230072602168,-0.06049295322816803
