time,slave_id,predecessor_position,slave_position,predecessor_velocity,slave_velocity,actual_distance,desired_distance,distance_error,velocity_error,acceleration
1.0999999999999999,1,22.0,-22.89,20.0,21.1,47.0,25.0,22.0,0.0,11.0
1.2,1,24.0,-20.68485,20.0,22.0515,46.89,26.1,20.79,-1.1000000000000014,9.514999999999999
1.3,1,26.0,-18.39794525,20.0,22.8690475,46.68485,27.0515,19.633349999999997,-2.0515000000000008,8.175474999999997
1.4000000000000001,1,28.0,-16.04134839125,20.0,23.565968587500002,46.39794525,27.8690475,18.52889775,-2.8690475000000006,6.969210874999998
1.5000000000000002,1,30.0,-13.62590238218125,20.0,24.1544600906875,46.04134839125,28.565968587500002,17.475379803749995,-3.5659685875000022,5.884915031874995
1.6000000000000003,1,32.0,-11.161334842380532,20.0,24.64567539800719,45.62590238218125,29.1544600906875,16.47144229149375,-4.1544600906875,4.912153073196875
1.7000000000000004,1,34.0,-8.656354408542004,20.0,25.049804338385282,45.16133484238053,29.64567539800719,15.515659444373345,-4.645675398007189,4.041289403780921
1.8000000000000005,1,36.0,-6.1187396590597745,20.0,25.376147494822295,44.656354408542,30.049804338385282,14.606550070156718,-5.049804338385282,3.2634315643701326
1.9000000000000006,1,38.0,-3.5554211287149355,20.0,25.633185303448386,44.11873965905978,30.376147494822295,13.742592164237482,-5.376147494822295,2.570378086260905
2.0000000000000004,1,40.0,-0.9725569016713509,20.0,25.828642270435843,43.55542112871493,30.633185303448386,12.922235825266547,-5.633185303448386,1.954569669874565
2.1000000000000005,1,42.0,1.6243977603649244,20.0,25.969546620362753,42.972556901671354,30.828642270435843,12.14391463123551,-5.828642270435843,1.4090434992690808
2.2000000000000006,1,44.0,4.23062632753466,20.0,26.06228567169735,42.37560223963508,30.969546620362753,11.406055619272326,-5.9695466203627525,0.9273905133459612
2.3000000000000007,1,46.0,6.841892049334656,20.0,26.11265721799996,41.76937367246534,31.06228567169735,10.707088000767992,-6.062285671697349,0.5037154630261167
