time,slave_id,packet_loss_probability,actual_loss_rate,information_age,predecessor_state_time,predecessor_position,slave_position,predecessor_velocity,slave_velocity,actual_distance,desired_distance,distance_error,velocity_error,acceleration,total_packets,received_packets,lost_packets
0.1,1,0.2,0.0,0.0,0.1,2.0,-22.99,20.0,20.1,27.0,25.0,2.0,0.0,1.0,1,1,0
0.2,1,0.2,0.5,0.1,0.1,2.0,-20.98135,20.0,20.0865,24.99,25.1,-0.11000000000000298,-0.10000000000000142,-0.13500000000000262,2,1,1
0.30000000000000004,1,0.2,0.3333333333333333,0.0,0.30000000000000004,6.0,-18.96391775,20.0,20.174322500000002,26.98135,25.0865,1.8948499999999981,-0.08650000000000091,0.8782249999999984,3,2,1
0.4,1,0.2,0.25,0.0,0.4,8.0,-16.93893210375,20.0,20.249856462500002,26.96391775,25.174322500000002,1.7895952499999979,-0.17432250000000238,0.7553396249999971,4,3,1
0.5,1,0.2,0.2,0.0,0.5,10.0,-14.907499930993747,20.0,20.3143217275625,26.93893210375,25.249856462500002,1.689075641249996,-0.24985646250000215,0.6446526506249963,5,4,1
0.6,1,0.2,0.16666666666666666,0.0,0.6,12.0,-12.870616441040841,20.0,20.368834899529062,26.907499930993747,25.3143217275625,1.593178203431247,-0.31432172756250054,0.545131719665623,6,5,1
0.7,1,0.2,0.14285714285714285,0.0,0.7,14.0,-10.829174722576608,20.0,20.414417184642325,26.87061644104084,25.368834899529062,1.5017815415117788,-0.36883489952906245,0.45582285113263943,7,6,1
0.7999999999999999,1,0.2,0.125,0.0,0.7999999999999999,16.0,-8.783974553899842,20.0,20.45200168676765,26.82917472257661,25.414417184642325,1.4147575379342854,-0.4144171846423248,0.37584502125328284,8,7,1
0.8999999999999999,1,0.2,0.1111111111111111,0.0,0.8999999999999999,18.0,-6.735730534381557,20.0,20.48244019518285,26.783974553899842,25.45200168676765,1.3319728671321904,-0.45200168676765173,0.3043850841519738,9,8,1
0.9999999999999999,1,0.2,0.1,0.0,0.9999999999999999,20.0,-4.685079584728742,20.0,20.506509496528157,26.735730534381556,25.48244019518285,1.2532903391987062,-0.48244019518284986,0.2406930134530732,10,9,1
1.0999999999999999,1,0.2,0.09090909090909091,0.0,1.0999999999999999,22.0,-2.6325878606071482,20.0,20.524917241215935,26.68507958472874,25.506509496528157,1.1785700882005834,-0.5065094965281567,0.18407744687776634,11,10,1
1.2,1,0.2,0.08333333333333333,0.0,1.2,24.0,-0.578757121318326,20.0,20.53830739288822,26.63258786060715,25.524917241215935,1.1076706193912145,-0.5249172412159346,0.1339015167228595,12,11,1
1.3,1,0.2,0.15384615384615385,0.10000000000000009,1.2,24.0,1.465969407469541,20.0,20.44726528787867,24.578757121318326,25.53830739288822,-0.9595502715698956,-0.5383073928882212,-0.9104210500955248,13,11,2
1.4000000000000001,1,0.2,0.21428571428571427,0.20000000000000018,1.2,24.0,3.4925516404776378,20.0,20.265822330080965,22.53403059253046,25.44726528787867,-2.9132346953482084,-0.44726528787866826,-1.8144295779770387,14,11,3
1.5000000000000002,1,0.2,0.26666666666666666,0.30000000000000027,1.2,24.0,5.493215424992293,20.0,20.006637845146557,20.507448359522364,25.265822330080965,-4.758373970558601,-0.26582233008096523,-2.591844849344073,15,11,4
1.6000000000000003,1,0.2,0.25,0.0,1.6000000000000003,32.0,7.501326840395082,20.0,20.08111415402789,26.506784575007707,25.006637845146557,1.5001467298611502,-0.006637845146556742,0.7447630888133296,16,12,4
1.7000000000000004,1,0.2,0.23529411764705882,0.0,1.7000000000000004,34.0,9.515877137593533,20.0,20.14550297198451,26.49867315960492,25.08111415402789,1.4175590055770293,-0.08111415402789035,0.6438881795662024,17,13,4
